Global ID,Brand,Product Type,Cycle Type,Segment,Range (Internal),Bead,CAI (Manufacturer Code),Rear Fit Compatible ,Customer/Market,Width ETRTO,Diameter ETRTO,Designation (Internal),Type (Tube),Valve (Tube),Valve Length,EAN Code,MSPN Code (Internal),UPC Code,LIVM,Discontinued Date,Weight (g),Conditioning,Unit Packaging Weight (g),Unit Packaging Width (mm),Unit Packaging Depth (mm),Unit Packaging Heigth (mm),Individual Packaging Material,Transportation packaging Weight,Transportation Packaging Width (mm),Transportation Packaging Depth (mm),Transportation Packaging Heigth (mm),Transportation Packaging Material,RPC code (Levorin),Market Perimeter,Web Range Name,Web Diameter (mm),Web Diameter (Inch),Web Width (mm),Web Width (Inch),Rim Type,Web Product Designation,Fitting,TPI,Minimum Pressure (Bar),Maximum Pressure (Bar),Minimum Pressure (Psi),Maximum Pressure (Psi),Recommended Inner Tube,Sidewall Type,Sealing,Shore,Sidewall Color,Tread Pattern Color,Terrain Types,Use,Rubber Technologies,Casing Technologies,Tread Pattern Technologies,Reinforcement Technologies,E-Bike Technologies,Conversion Psi mini,Conversion Psi maxi,ECO BOX/PACK TYPE,POIDS TOTAL (g),Reflective strip,Knurling strip,Shoulder Color,Border Color,Label type,CYCLE TYPE WEB
BI-68,MICHELIN,TYRE,MTB,PREMIUM COMPETITION LINE,WILD ENDURO REAR COMPETITION LINE,FOLDABLE BEAD,953261,,RT,66,584,27.5X2.60 WILD ENDURO REAR GUM-X TS TLR,,,,3528709532617,80141,086699801418,mars-19,déc.-25,1220,10,120,194,120,345,CARDBOARD,1000,400,350,500,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN WILD ENDURO REAR COMPETITION LINE,,27.5,,2.60,"HOOKED, HOOKLESS",66-584 (27.5X2.60) WILD ENDURO REAR ,REAR,3X33,"1,5",4,21,58,B6 62/77mm 584mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,"OFFROAD HARD PACKED,OFFROAD MIXED","ENDURO,E-ENDURO",,,,,,21,58,TRA_L,14400,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-68,MICHELIN,TYRE,MTB,PREMIUM COMPETITION LINE,WILD ENDURO REAR COMPETITION LINE,FOLDABLE BEAD,085439,,RT,71,584,27.5X2.80 WILD ENDURO REAR GUM-X TS TLR,,,,3528700854398,05140,086699051400,mars-19,déc.-25,1310,10,120,194,120,345,CARDBOARD,1000,400,350,500,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN WILD ENDURO REAR COMPETITION LINE,,27.5,,2.80,"HOOKED, HOOKLESS",71-584 (27.5X2.80) WILD ENDURO REAR ,REAR,3X33,"1,5",4,21,58,B6 62/77mm 584mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,"OFFROAD HARD PACKED,OFFROAD MIXED","ENDURO,E-ENDURO",,,,,,21,58,TRA_L,15300,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-68,MICHELIN,TYRE,MTB,PREMIUM COMPETITION LINE,WILD ENDURO REAR COMPETITION LINE,FOLDABLE BEAD,226243,,RT,61,622,29X2.40 WILD ENDURO REAR GUM-X TS TLR,,,,3528702262436,50583,086699505835,août-18,déc.-25,1160,10,120,194,120,345,CARDBOARD,1000,400,350,500,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN WILD ENDURO REAR COMPETITION LINE,,29,,2.40,"HOOKED, HOOKLESS",61-622 (29X2.40) WILD ENDURO REAR ,REAR,3X33,"1,8",4,26,58,A4 47/61mm 622mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,"OFFROAD HARD PACKED,OFFROAD MIXED","ENDURO,E-ENDURO",,,,,,26,58,TRA_L,13800,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-75,MICHELIN,TYRE,MTB,PREMIUM COMPETITION LINE,WILD MUD,FOLDABLE BEAD,086447,,RT,52,622,29X2.00 WILDMUD ADVANCED TS,,,,3528700864472,21597,086699215970,mars-13,déc.-26,640,10,120,194,120,345,CARDBOARD,800,400,320,400,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN WILD MUD ADVANCED COMPETITION LINE,,29,,2.00,"HOOKED, HOOKLESS",52-622 (29X2.00) WILDMUD ,FRONT/REAR,3X55,"1,8",4,26,58,A4 47/61mm 622mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,"OFFROAD SOFT,OFFROAD MUD","CROSS COUNTRY,E-CROSS COUNTRY",,,CUTTABLE BLOCK,,E-BIKE READY,26,58,TRA_L,8400,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-97,MICHELIN,TYRE,MTB,PREMIUM COMPETITION LINE,E-WILD FRONT CL,FOLDABLE BEAD,415065,,RT,66,584,27.5X2.60 E-WILD FRONT GUM-X TS TLR,,,,3528704150656,42367,086699423672,mars-19,déc.-25,1000,10,120,194,80,345,CARDBOARD,1000,400,350,500,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN E-WILD FRONT COMPETITION LINE,,27.5,,2.60,"HOOKED, HOOKLESS",66-584 (27.5X2.60) E-WILD FRONT ,FRONT,3X55,"1,5",4,21,58,B6 62/77mm 584mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,OFFROAD MIXED,E-ENDURO,E-GUM-X,GRAVITY SHIELD,,,E-BIKE,21,58,TRA_L,12200,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-97,MICHELIN,TYRE,MTB,PREMIUM COMPETITION LINE,E-WILD FRONT CL,FOLDABLE BEAD,174005,,RT,71,584,27.5X2.80 E-WILD FRONT GUM-X TS TLR,,,,3528701740058,51279,086699512796,mars-19,déc.-25,1090,10,120,194,80,345,CARDBOARD,1000,400,350,500,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN E-WILD FRONT COMPETITION LINE,,27.5,,2.80,"HOOKED, HOOKLESS",71-584 (27.5X2.80) E-WILD FRONT ,FRONT,3X55,"1,5",4,21,58,B6 62/77mm 584mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,OFFROAD MIXED,E-ENDURO,E-GUM-X,GRAVITY SHIELD,,,E-BIKE,21,58,TRA_L,13100,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-97,MICHELIN,TYRE,MTB,PREMIUM COMPETITION LINE,E-WILD FRONT CL,FOLDABLE BEAD,920623,,RT,66,622,29X2.60 E-WILD FRONT GUM-X TS TLR,,,,3528709206235,46950,086699469502,juin-20,déc.-25,1065,10,120,194,80,345,CARDBOARD,1000,400,350,500,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN E-WILD FRONT COMPETITION LINE,,29,,2.60,"HOOKED, HOOKLESS",66-622 (29X2.60) E-WILD FRONT ,FRONT,3X55,"1,5",4,21,58,A6 62/77mm 622mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,OFFROAD MIXED,E-ENDURO,E-GUM-X,GRAVITY SHIELD,,,E-BIKE,21,58,TRA_L,12850,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-96,MICHELIN,TYRE,MTB,PREMIUM COMPETITION LINE,E-WILD REAR CL,FOLDABLE BEAD,741070,,RT,66,584,27.5X2.60 E-WILD REAR GUM-X TS TLR,,,,3528707410702,80986,086699809865,mars-19,déc.-25,1015,10,120,194,80,345,CARDBOARD,800,400,320,400,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN E-WILD REAR COMPETITION LINE,,27.5,,2.60,"HOOKED, HOOKLESS",66-584 (27.5X2.60) E-WILD REAR ,REAR,3X33,"1,5",4,21,58,B6 62/77mm 584mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,OFFROAD MIXED,E-ENDURO,E-GUM-X,GRAVITY SHIELD,,,E-BIKE,21,58,TRA_L,12150,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-96,MICHELIN,TYRE,MTB,PREMIUM COMPETITION LINE,E-WILD REAR CL,FOLDABLE BEAD,580029,,RT,71,584,27.5X2.80 E-WILD REAR GUM-X TS TLR,,,,3528705800291,17001,086699170019,mars-19,déc.-25,1095,10,120,194,80,345,CARDBOARD,1000,400,350,500,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN E-WILD REAR COMPETITION LINE,,27.5,,2.80,"HOOKED, HOOKLESS",71-584 (27.5X2.80) E-WILD REAR ,REAR,3X33,"1,5",4,21,58,B6 62/77mm 584mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,OFFROAD MIXED,E-ENDURO,E-GUM-X,GRAVITY SHIELD,,,E-BIKE,21,58,TRA_L,13150,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-96,MICHELIN,TYRE,MTB,PREMIUM COMPETITION LINE,E-WILD REAR CL,FOLDABLE BEAD,920622,,RT,66,622,29X2.60 E-WILD REAR GUM-X TS TLR,,,,3528709206228,07810,086699078100,juin-20,déc.-25,1080,10,120,194,80,345,CARDBOARD,1000,400,350,500,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN E-WILD REAR COMPETITION LINE,,29,,2.60,"HOOKED, HOOKLESS",66-622 (29X2.60) E-WILD REAR ,REAR,3X33,"1,5",4,21,58,A6 62/77mm 622mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,OFFROAD MIXED,E-ENDURO,E-GUM-X,GRAVITY SHIELD,,,E-BIKE,21,58,TRA_L,13000,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-110,MICHELIN,TYRE,MTB,PREMIUM COMPETITION LINE,PILOT SLOPE,FOLDABLE BEAD,183879,,RT,57,559,26X2.25 PILOT SLOPE TS TLR,,,,3528701838793,13910,086699139108,mars-20,déc.-30,570,10,120,194,120,345,CARDBOARD,,,,,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN PILOT SLOPE COMPETITION LINE,,26,,2.25,"HOOKED, HOOKLESS",57-559 (26X2.25) PILOT SLOPE ,FRONT/REAR,3X55,"1,8",4,26,58,C4 47/61mm 559mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,OFFROAD HARD PACKED,FREESTYLE,,,,,,26,58,TRA_L,6900,NO,NO,BLACK,BLACK,BLUE & YELLOW ,MTB
BI-111,MICHELIN,TYRE,MTB,PREMIUM COMPETITION LINE,PILOT PUMP,FOLDABLE BEAD,240158,,RT,54,559,54-559 (26X2.10) PILOT PUMP FB TLR,,,,3528702401583,13382,086699133823,janv.-26,déc.-35,620,10,120,194,80,345,CARDBOARD,,,,,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN PILOT PUMP COMPETITION LINE,,26,,2.10,"HOOKED, HOOKLESS",54-559 (26X2.10) PILOT PUMP COMPETITION LINE FOLDABLE BEAD TLR,FRONT/REAR,3X55,2,4,29,58,C4 47/61mm 559mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,ASPHALT,FREESTYLE,,,,,,29,58,TRA_L,7400,NO,NO,BLACK,BLACK,BLUE & YELLOW ,MTB
BI-111,MICHELIN,TYRE,MTB,PREMIUM COMPETITION LINE,PILOT PUMP,FOLDABLE BEAD,077491,,RT,57,559,26X2.30 PILOT PUMP TS TLR,,,,3528700774917,55279,086699552792,mars-20,déc.-25,675,10,120,194,120,345,CARDBOARD,,,,,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN PILOT PUMP COMPETITION LINE,,26,,2.30,"HOOKED, HOOKLESS",57-559 (26X2.30) PILOT PUMP ,FRONT/REAR,3X55,2,4,29,58,C4 47/61mm 559mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,ASPHALT,FREESTYLE,,,,,,29,58,TRA_L,7950,NO,NO,BLACK,BLACK,BLUE & YELLOW ,MTB
BI-171,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,E-WILD FRONT PL,FOLDABLE BEAD,051482,,RT,65,584,27.5x2.60(65-584)E-WILD FRONT PERFORMANCE LINE TS TLR,,,,3528700514827,95621,086699956217,oct.-25,déc.-35,1200,10,120,194,120,345,CARDBOARD,1000,400,350,500,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN E-WILD FRONT PERFORMANCE LINE,,27.5,,2.60,"HOOKED, HOOKLESS",65-584 (27.5x2.60) E-WILD FRONT PERFORMANCE LINE,FRONT,2X33,,4,0,58,B6 62/77mm 584mm,THINWALL,TUBELESS READY,,BLACK,BLACK,OFFROAD MIXED,"E-ALL MOUNTAIN,E-CROSS COUNTRY,E-ENDURO","MAGI-X,GUM-X","BEAD TO BEAD SHIELD,PINCH PROTECTION",,,E-50,0,58,TRA_L,14200,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-171,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,E-WILD FRONT PL,FOLDABLE BEAD,085512,,RT,61,622,29x2.40 (61-622) E-WILD FRONT PERFORMANCE LINE TS TLR,,,,3528700855128,42542,086699425423,oct.-25,déc.-35,1215,10,120,194,120,345,CARDBOARD,800,400,320,400,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN E-WILD FRONT PERFORMANCE LINE,,29,,2.40,"HOOKED, HOOKLESS",61-622 (29x2.40) E-WILD FRONT PERFORMANCE LINE,FRONT,2X33,,4,0,58,A4 47/61mm 622mm,THINWALL,TUBELESS READY,,BLACK,BLACK,OFFROAD MIXED,"E-ALL MOUNTAIN,E-CROSS COUNTRY,E-ENDURO","MAGI-X,GUM-X","BEAD TO BEAD SHIELD,PINCH PROTECTION",,,E-50,0,58,TRA_L,14150,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-171,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,E-WILD FRONT PL,FOLDABLE BEAD,192559,,RT,65,622,29x2.60 (65-622) E-WILD FRONT PERFORMANCE LINE TS TLR,,,,3528701925592,33194,086699331946,oct.-25,déc.-35,1295,10,120,194,120,345,CARDBOARD,1000,400,350,500,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN E-WILD FRONT PERFORMANCE LINE,,29,,2.60,"HOOKED, HOOKLESS",65-622 (29x2.60) E-WILD FRONT PERFORMANCE LINE,FRONT,2X33,,4,0,58,A6 62/77mm 622mm,THINWALL,TUBELESS READY,,BLACK,BLACK,OFFROAD MIXED,"E-ALL MOUNTAIN,E-CROSS COUNTRY,E-ENDURO","MAGI-X,GUM-X","BEAD TO BEAD SHIELD,PINCH PROTECTION",,,E-50,0,58,TRA_L,15150,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-172,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,E-WILD REAR PL,FOLDABLE BEAD,060197,,RT,65,584,27.5x2.60 (65-584) E-WILD REAR PERFORMANCE LINE TS TLR,,,,3528700601978,66498,086699664983,oct.-25,déc.-35,1170,10,120,194,120,345,CARDBOARD,1000,400,350,500,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN E-WILD REAR PERFORMANCE LINE,,27.5,,2.60,"HOOKED, HOOKLESS",65-584 (27.5x2.60) E-WILD REAR PERFORMANCE LINE,REAR,2X33,,4,0,58,B6 62/77mm 584mm,THINWALL,TUBELESS READY,,BLACK,BLACK,OFFROAD MIXED,"E-ALL MOUNTAIN,E-CROSS COUNTRY,E-ENDURO","MAGI-X,GUM-X","BEAD TO BEAD SHIELD,PINCH PROTECTION",,,E-50,0,58,TRA_L,13900,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-172,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,E-WILD REAR PL,FOLDABLE BEAD,818038,,RT,70,584,27.5x2.80 (70-584) E-WILD REAR PERFORMANCE LINE TS TLR,,,,3528708180383,73463,086699734631,oct.-25,déc.-35,1295,10,120,194,120,345,CARDBOARD,1000,400,350,500,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN E-WILD REAR PERFORMANCE LINE,,27.5,,2.80,"HOOKED, HOOKLESS",70-584 (27.5x2.80) E-WILD REAR PERFORMANCE LINE,REAR,2X33,,4,0,58,B6 62/77mm 584mm,THINWALL,TUBELESS READY,,BLACK,BLACK,OFFROAD MIXED,"E-ALL MOUNTAIN,E-CROSS COUNTRY,E-ENDURO","MAGI-X,GUM-X","BEAD TO BEAD SHIELD,PINCH PROTECTION",,,E-50,0,58,TRA_L,15150,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-172,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,E-WILD REAR PL,FOLDABLE BEAD,163628,,RT,65,622,29x2.60 (65-622) E-WILD REAR PERFORMANCE LINE TS TLR,,,,3528701636283,38675,086699386755,oct.-25,déc.-35,1260,10,120,194,120,345,CARDBOARD,1000,400,350,500,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN E-WILD REAR PERFORMANCE LINE,,29,,2.60,"HOOKED, HOOKLESS",65-622 (29x2.60) E-WILD REAR PERFORMANCE LINE,REAR,2X33,,4,0,58,A6 62/77mm 622mm,THINWALL,TUBELESS READY,,BLACK,BLACK,OFFROAD MIXED,"E-ALL MOUNTAIN,E-CROSS COUNTRY,E-ENDURO","MAGI-X,GUM-X","BEAD TO BEAD SHIELD,PINCH PROTECTION",,,E-50,0,58,TRA_L,14800,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-182,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,FORCE XC3,FOLDABLE BEAD,025986,,RT,55,622,55-622 (29x2.20) FORCE XC3 PL FB TLR,,,,3528700259865,22729,086699227294,janv.-27,déc.-35,740,10,120,194,120,345,CARDBOARD,,,,,,,WORLD,MICHELIN FORCE XC3 PERFORMANCE LINE,,29,,2.20,"HOOKED, HOOKLESS",55-622 (29x2.20) FORCE XC3 PERFORMANCE LINE FOLDABLE BEAD TLR,FRONT/REAR,3X55,-,"2,5",-,36,A4 47/61mm 622mm,THINWALL,TUBELESS READY,,BLACK,BLACK,OFFROAD MIXED,CROSS COUNTRY,GUM-X,,,,E-BIKE READY,,36,TRA_L,8600,NO,NO,BLACK,BLACK,WHITE ,MTB
BI-183,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,JET XC3,FOLDABLE BEAD,796026,,RT,55,622,55-622 (29x2.20) JET XC3 PL FB TLR,,,,3528707960269,43962,086699439628,janv.-27,déc.-35,750,10,120,194,120,345,CARDBOARD,800,400,320,400,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN JET XC3 PERFORMANCE LINE,,29,,2.20,"HOOKED, HOOKLESS",55-622 (29x2.20) JET XC3 PERFORMANCE LINE FOLDABLE BEAD TLR,FRONT/REAR,3X55,-,"2,5",-,36,A4 47/61mm 622mm,THINWALL,TUBELESS READY,,BLACK,BLACK,OFFROAD HARD PACKED,CROSS COUNTRY,GUM-X,,,,E-BIKE READY,,36,TRA_L,9500,NO,NO,BLACK,BLACK,WHITE ,MTB
BI-134,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,WILD ENDURO MH PL,FOLDABLE BEAD,822348,,RT,63,584,27.5X2.50 WILD ENDURO MH PERFORMANCE LINE TS TLR,,,,3528708223486,66787,086699667878,oct.-25,déc.-35,1220,10,120,194,120,345,CARDBOARD,1000,400,350,500,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN WILD ENDURO MH PERFORMANCE LINE,,27.5,,2.50,"HOOKED, HOOKLESS",63-584 (27.5X2.50) WILD ENDURO MH ,FRONT/REAR,2X33,-,4,-,58,B6 62/77mm 584mm,THINWALL,TUBELESS READY,,BLACK,BLACK,"OFFROAD HARD PACKED,OFFROAD MIXED","ENDURO,E-ENDURO","MAGI-X,GUM-X","BEAD TO BEAD SHIELD,PINCH PROTECTION",,,E-BIKE READY,,58,TRA_L,14400,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-134,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,WILD ENDURO MH PL,FOLDABLE BEAD,857409,,RT,63,622,29X2.50 WILD ENDURO MH PERFORMANCE LINE TS TLR,,,,3528708574090,64058,086699640581,oct.-25,déc.-35,1260,10,120,194,120,345,CARDBOARD,800,400,320,400,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN WILD ENDURO MH PERFORMANCE LINE,,29,,2.50,"HOOKED, HOOKLESS",63-622 (29X2.50) WILD ENDURO MH ,FRONT/REAR,2X33,-,4,-,58,A6 62/77mm 622mm,THINWALL,TUBELESS READY,,BLACK,BLACK,"OFFROAD HARD PACKED,OFFROAD MIXED","ENDURO,E-ENDURO","MAGI-X,GUM-X","BEAD TO BEAD SHIELD,PINCH PROTECTION",,,E-BIKE READY,,58,TRA_L,14600,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-135,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,WILD ENDURO MS PL,FOLDABLE BEAD,534238,,RT,61,584,27.5X2.40 WILD ENDURO MS PERFORMANCE LINE TS TLR,,,,3528705342388,46154,086699461544,oct.-25,déc.-35,1165,10,120,194,120,345,CARDBOARD,800,400,320,400,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN WILD ENDURO MS PERFORMANCE LINE,,27.5,,2.40,"HOOKED, HOOKLESS",61-584 (27.5X2.40) WILD ENDURO MS ,FRONT/REAR,2X33,-,4,-,58,B4 47/61mm 584mm,THINWALL,TUBELESS READY,,BLACK,BLACK,"OFFROAD MIXED,OFFROAD SOFT","ENDURO,E-ENDURO","MAGI-X,GUM-X","BEAD TO BEAD SHIELD,PINCH PROTECTION",,,E-BIKE READY,,58,TRA_L,13650,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-135,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,WILD ENDURO MS PL,FOLDABLE BEAD,936814,,RT,61,622,29X2.40 WILD ENDURO MS PERFORMANCE LINE TS TLR,,,,3528709368148,09993,086699099938,oct.-25,déc.-35,1215,10,120,194,120,345,CARDBOARD,1000,400,350,500,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN WILD ENDURO MS PERFORMANCE LINE,,29,,2.40,"HOOKED, HOOKLESS",61-622 (29X2.40) WILD ENDURO MS ,FRONT/REAR,2X33,-,4,-,58,A4 47/61mm 622mm,THINWALL,TUBELESS READY,,BLACK,BLACK,"OFFROAD MIXED,OFFROAD SOFT","ENDURO,E-ENDURO","MAGI-X,GUM-X","BEAD TO BEAD SHIELD,PINCH PROTECTION",,,E-BIKE READY,,58,TRA_L,14350,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-136,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,WILD ENDURO REAR PL,FOLDABLE BEAD,121066,,RT,61,622,29X2.40 WILD ENDURO REAR PERFORMANCE LINE TS TLR,,,,3528701210667,74658,086699746580,oct.-25,déc.-35,1165,10,120,194,120,345,CARDBOARD,1000,400,350,500,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN WILD ENDURO REAR PERFORMANCE LINE,,29,,2.40,"HOOKED, HOOKLESS",61-622 (29X2.40) WILD ENDURO REAR ,REAR,2X33,-,4,-,58,A4 47/61mm 622mm,THINWALL,TUBELESS READY,,BLACK,BLACK,"OFFROAD HARD PACKED,OFFROAD MIXED","ENDURO,E-ENDURO","MAGI-X,GUM-X","BEAD TO BEAD SHIELD,PINCH PROTECTION",,,E-BIKE READY,,58,TRA_L,13850,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-24,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,FORCE AM PERFORMANCE LINE,FOLDABLE BEAD,991322,,RT,57,559,26X2.25 FORCE AM PERFORMANCE LINE TS TLR,,,,3528709913225,37126,086699371263,janv.-19,déc.-30,770,10,120,194,120,345,CARDBOARD,900,400,350,460,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN FORCE AM PERFORMANCE LINE,,26,,2.25,"HOOKED, HOOKLESS",57-559 (26X2.25) FORCE AM ,FRONT/REAR,3X55,"1,8",4,26,58,C4 47/61mm 559mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,"OFFROAD HARD PACKED,OFFROAD MIXED","ALL MOUNTAIN/TRAIL,E-ALL MOUNTAIN",,TRAIL SHIELD,,,,26,58,TRA_L,9800,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-24,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,FORCE AM PERFORMANCE LINE,FOLDABLE BEAD,550196,,RT,58,584,27.5X2.35 FORCE AM PERFORMANCE LINE TS TLR,,,,3528705501969,00249,086699002495,janv.-18,déc.-30,800,10,120,194,120,345,CARDBOARD,900,400,350,460,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN FORCE AM PERFORMANCE LINE,,27.5,,2.35,"HOOKED, HOOKLESS",58-584 (27.5X2.35) FORCE AM ,FRONT/REAR,3X55,"1,8",4,26,58,B4 47/61mm 584mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,"OFFROAD HARD PACKED,OFFROAD MIXED","ALL MOUNTAIN/TRAIL,E-ALL MOUNTAIN",,TRAIL SHIELD,,,,26,58,TRA_L,10100,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-24,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,FORCE AM PERFORMANCE LINE,FOLDABLE BEAD,682613,,RT,66,584,27.5X2.60 FORCE AM PERFORMANCE LINE TS TLR,,,,3528706826139,33571,086699335715,janv.-18,déc.-30,860,10,120,194,120,345,CARDBOARD,900,400,350,460,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN FORCE AM PERFORMANCE LINE,,27.5,,2.60,"HOOKED, HOOKLESS",66-584 (27.5X2.60) FORCE AM ,FRONT/REAR,3X55,"1,8",4,26,58,B6 62/77mm 584mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,"OFFROAD HARD PACKED,OFFROAD MIXED","ALL MOUNTAIN/TRAIL,E-ALL MOUNTAIN",,TRAIL SHIELD,,,,26,58,TRA_L,10700,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
BI-24,MICHELIN,TYRE,MTB,PREMIUM PERFORMANCE LINE,FORCE AM PERFORMANCE LINE,FOLDABLE BEAD,821261,,RT,71,584,27.5X2.80 FORCE AM PERFORMANCE LINE TS TLR,,,,3528708212619,34258,086699342584,juin-18,déc.-30,910,10,120,194,120,345,CARDBOARD,900,400,350,460,"CORRUGATED CARDBOARD THICKNESS 3,5 MM",,WORLD,MICHELIN FORCE AM PERFORMANCE LINE,,27.5,,2.80,"HOOKED, HOOKLESS",71-584 (27.5X2.80) FORCE AM ,FRONT/REAR,3X55,"1,8",4,26,58,B6 62/77mm 584mm,THINWALL,TUBELESS READY,55A,BLACK,BLACK,"OFFROAD HARD PACKED,OFFROAD MIXED","ALL MOUNTAIN/TRAIL,E-ALL MOUNTAIN",,TRAIL SHIELD,,,,26,58,TRA_L,11200,NO,NO,BLACK,BLACK,WHITE ,"MTB,E-BIKE"
